ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,"Review


Incomplete data"
31-127,21/02/2023 13:44:49,https://twitter.com/loveOfCountry7/status/1595043102271557632,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@loveOfCountry7,loveOfCountry,Friendly to Legit,Anonymous,04/23,77,54,,Unang una FAKE Vp si Leni kaya kahit hindi apologists mas pinili ang Marcos kay sa Robredo na mandaraya noong 2016.,,"Text, Reply",22/11/2022 21:14:00,https://ibb.co/xSXBL1c,Rational,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,Pesky-Starfish,Incorect format
31-128,21/02/2023 15:6:52,https://twitter.com/svpwebers/status/1496986731153076224,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@svpwebers,Victoria Vasquez-Webers✌️❤👊💚✌️❤️👊💚✌️❤️,"🇵🇭Wife to Stephen G. Webers🇺🇸
",Anonymous,09/23,2266,1629,us<3ph,leni pelaez maDUMB Fake VP mo ang 2016 mandaraya. Yikes!!!,,"Text, Reply",25/02/2022 07:13:00,https://ibb.co/yhLwkRh,Emotional,5,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",,Pesky-Starfish,Incorect format
31-129,21/02/2023 14:55:25,https://twitter.com/tradevideos_/status/1454397584026464258,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya 2016,@tradevideos_,tradevideos_,l-o-w-k-e-y #ShareKoLang,Anonymous,02/23,253,524,,Sadly mas pinili ng supreme court ang integridad ng election kesa sa katotohanan na nandaya si Leni Robredo nung 2016 election. Sa 2022 dyan lalabas ang katotohanan na kaya lang nanalo si Leni noon dahil sa daya. Once matalo si Leni makikilala sya na mandaraya at fake vp 😂,,"Text, Reply",30/10/2021 18:39:00,https://ibb.co/yd1fgnJ,Rational,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,Pesky-Starfish,Incorect format
31-130,30/03/23 15:18:03,https://twitter.com/wdeguzman83yah1/status/1294345317639426049,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@wdeguzman83yah1,Winnie de Guzman,To live is to suffer.,Anonymous,11/23,31,2,"Zurich, Switzerland",Eversince naman diba? Alam niya yun at ramdam niya na ayaw sa kanya ng karamihan.Bobo na/magnanakaw pa ng boto.#FAKEVP yan ang tatak niyang di na niya kayang iwasan.,,"Text, Reply",2020-08-14T18:49:06.000Z,https://ibb.co/gzRFrtG,Rational,0,0,0,0,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",,Exotic-Gazelle,Incorect format
31-131,30/03/23 15:18:03,https://twitter.com/tinkerbeen/status/1297851815455854593,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@tinkerbeen,tinkerbee,,Anonymous,08/23,60,413,,Ikaw nga #fakeVP eh. Ginamitan lang ng Smartmatic at sinira ang mga balotang ebidensya ng pandaraya. https://t.co/c20WMRTIBs,,"Text, Reply",2020-08-24T11:02:40.000Z,https://ibb.co/4SbppTz,Rational,0,0,0,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-132,30/03/23 15:18:03,https://twitter.com/iamjakesc19/status/1304351962750648320,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@iamjakesc19,iamjakesc19,It doesn’t have to be true; it just has to look like that-Dilawan aka Pinklawan,Anonymous,07/23,145,74,"Sports, Fitness & Recreation",#NinoyIsNotAHero #NinoyIsATraitor #DilawanSalot #FakeVP #LeniMandaraya #OtsoDeretsosaInidoro,,"Text, Reply",2020-09-11T09:31:56.000Z,https://ibb.co/f9NNfrg,Rational,0,0,0,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-133,30/03/23 15:18:03,https://twitter.com/MrJamPat1/status/1306025148596678656,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@MrJamPat1,MrJamPat,Be Yourself,Anonymous,05/23,75,1,,"Teacher: Sino ang NANDAYA noong ELECTION?
Student: AKO AKO AKO PO MAM... 
hahahahah 
@lenirobredo
 #FakeVP 
@BanatByPh
 @BanatBy
 @trxangeles
  @YesYesYo13
  @bongbongmarcos",,"Text, Image",2020-09-16T00:20:34.000Z,https://ibb.co/T05nwLN,"Rational, Emotional",0,0,1,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-134,30/03/23 15:18:03,https://twitter.com/JurisImmanuel/status/1306675847185666048,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@JurisImmanuel,Iya,"Happily Married! 

You attack me with ad hominem nonsense by stalking my profile, YOU'LL BE REPORTED & BLOCKED! ",Anonymous,09/23,446,511,Philippines,"Grinch na grinch! Hahaha! 
If The Grinch stole Christmas, leni lugaw #ROBBERedo STOLE THE 2016 VICE PRESIDENCY SEAT FROM 
@bongbongmarcos
! #Smartmatic #Smartmagic 
@coachjarret
 @BanatByPh
 @AttyGlennChong
 @mayumi_penpen21
 @bbmbicolV
 @BBMStats
 @BBMSamar
 @Gadon2022
 @BbMaharlika",,"Text, Image",2020-09-17T19:26:13.000Z,https://ibb.co/mFg3HMg,"Rational, Emotional",0,1,0,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-135,30/03/23 15:18:03,https://twitter.com/trending_balita/status/1307499218920116224,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@trending_balita,Trending Balita,"Magkaisa Para sa Bayan, Babangon tayong Lahat Muli!!!!",Anonymous,03/23,54,715,,"I am VERY VERY VERY Agree with this...Parang di sya kasali sa gobyernong binabatos nya..OOpppSSS, di naman pala talaga kasali sya sa gobyernong ito kasi di sya hinalal ng taong bayan, SamrtAutomatic ang nag halal sa kanya #FakeVP",,"Text, Reply",2020-09-20T01:58:00.000Z,https://ibb.co/XDZTPkr,"Rational, Emotional",2,1,4,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-136,30/03/23 15:18:03,https://twitter.com/mother_of_pink/status/1310798664369987584,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@mother_of_pink,Violet,,Anonymous,08/23,504,209,,Oo pugar yan. Yung mahimbing at masaya ako natulog dahil panalo na ang Bise ko sabay pag gising ko after ng 3 hrs. Puta nag iba na! Peke talaga! #fakeVP,,"Text, Reply",2020-09-29T04:28:49.000Z,https://ibb.co/yQhkrwt,Emotional,0,0,0,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-137,30/03/23 15:18:03,https://twitter.com/OblibBaggins/status/1311376169737039874,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@OblibBaggins,Thagyouverybuch!,"“I came from the end of a bag, but no bag went over me”",Anonymous,03/23,467,473,"Shire, NW of Middle Earth","Paano mo bibigyan ng dignidad kung yung mga bumoto ay smartmatic.
The seating VP is #FakeVP 
Now having said that did you dignify the people who voted for the right VP? You owe the citizens of the Philippines and most of all BBM. 
You look as dark as your soul!",,"Text, Reply",2020-09-30T18:43:37.000Z,https://ibb.co/sHYC39Y,"Rational, Emotional",0,0,2,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-138,30/03/23 15:18:03,https://twitter.com/YERSELAROM/status/1321441491567448065,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@YERSELAROM,Doodz Morales,"senior citizen rocker and DDS forever,and BBMSARA supporter",Anonymous,01/23,"1,161","1,167","Brussels, Belgium","Noong 2016 pa pgkatapos mismo ng election si BBM na ang pangalawang pangulo,na  #smartmagic lang.",,"Text, Reply",2020-10-28T13:19:37.000Z,https://ibb.co/ngxF67H,Rational,0,0,5,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-139,30/03/23 15:18:03,https://twitter.com/greenluving/status/1324041775535722496,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@greenluving,Euphoria,Shine Dream Smile,Anonymous,05/23,323,336,Philippines,"Dejavu. Philippine 2016 elections for VP. They stopped counting due to a “glitch”. After “fixing” the computers, there you go. Someone else won by a very slim margin. #FakeVP #BBMTheRealVP",,"Text, Reply",2020-11-04T17:32:13.000Z,https://ibb.co/kyHpDdc,Rational,0,1,2,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-140,30/03/23 15:18:03,https://twitter.com/callmealizia/status/1325239001909923841,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@callmealizia,AkoSiAlizia,"mother of two grandmother to three, im no fan of commies but certainly a BBMSARA supporters
and to all the haters, deal with it.",Identified,12/23,962,992,"Dasmarinas, Calabarzon","Remembering 2016 its chaos,huh the impurity of the so called cheating #smartmagic you did it again",,"Text, Reply",2020-11-08T00:49:34.000Z,https://ibb.co/jhtNPw0,Emotional,0,0,0,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-141,30/03/23 15:18:03,https://twitter.com/voice1e/status/1326536428948344832,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@voice1e,Voice,"For what will it profit a man if he gains the whole world, and loses his own soul?",Anonymous,02/23,382,434,,"If he has solid evidence to prove na dinaya, what's wrong with making a protest? Dapat lang na ma expose ang pandaraya ng mga demonyong Dilaw at mapa hiya ang peki nyong VP!
#SmartMagic",,"Text, Reply",2020-11-11T14:45:05.000Z,https://ibb.co/PmHLG2P,"Rational, Emotional",0,2,1,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-142,30/03/23 15:18:03,https://twitter.com/KDeeyy/status/1329803102816329732,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@KDeeyy,K,,Anonymous,06/23,"1,363","2,081",,The same scandal-plagued software company that magically elected our fake Vice President in 2016. Such a magical thing  #Smartmagic https://twitter.com/kylenabecker/status/1329649065819328514…,,"Text, Reply",2020-11-20T15:05:40.000Z,https://ibb.co/sVpy4n7,Rational,0,0,0,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-143,30/03/23 15:54:44,https://twitter.com/mhineheart2316/status/1362694242678661124,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@mhineheart2316,Kaloy Rose,,Anonymous,02/23,427,27,Hong Kong,"Dear Leni ROBredo 
@lenirobredo
@bongbongmarcos
WE WILL NEVER FORGET THIS ⇩⇩

CHANGING THE HASH CODE WHILE TRANSMITTING IS A CLEAR VIOLATION OF THE LAW!

#Election2016
#Fraud 
#fakevp 
#NOTOSMARTMATIC
#YESTOHYBRIDSYSTEM 
watch this : 
https://m.facebook.com/story.php?story_fbid=836960096641893&id=100009837316046…

ctto",,"Text, Image, URL",2021-02-19T09:23:19.000Z,https://ibb.co/MgYzfqT,Rational,2,0,3,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-144,30/03/23 15:54:44,https://twitter.com/TEAMMADAMCORA10/status/1363756103784271878,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@TEAMMADAMCORA10,KPOP FAN,simple kpop fan with 60 followers,Anonymous,02/23,323,74,,"Pinanigan si Leni ng Supreme Court dahil 1 year nalang natitira election na. Masisira din ang integridad ng Electi

Kaya #LeniMandaraya malinaw ang dayaan nung 2016 election di nila nadaya si Digong dahil landslide pagkapanalo nya. Alam ni Noynoy at Andy Bautista yang ginawa nila",,"Text, Reply",2021-02-22T07:42:47.000Z,https://ibb.co/hc3rz7Y,Rational,13,42,0,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-145,30/03/23 15:54:44,https://twitter.com/Matina_Aplaya/status/1418061188148039680,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Matina_Aplaya,Matina Aplaya,trying not to generalize complex issues and complicate simple ones,Identified,05/23,170,140,,"yan pala ung voters ni leni nung 2016 na ""like a thief in the night"" nakaboto via #SmartMagic glitch",,"Text, Reply",2021-07-22T04:11:48.000Z,https://ibb.co/C9gTx0p,Rational,0,0,3,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-146,30/03/23 15:54:44,https://twitter.com/eriyaaaahh/status/1445381989041905665,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@eriyaaaahh,eriyaaah,,Anonymous,03/23,174,21,"National Capital Region, Repub",Ilan lang yan sa mga patunay na may dayaang nangyari noong 2016. #NeverForget Kada boto ay mahalaga #BBMFORPRESIDENT2022 #BBMIsMyPresident2022 #YesNaYesKayBBM #LeniMagnanakawNgBoto,,"Text, Reply",2021-10-05T13:34:54.000Z,https://ibb.co/SwKLdtN,Rational,2,0,1,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-147,30/03/23 15:54:44,https://twitter.com/TenorioCess/status/1445388158644985875,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@TenorioCess,Cess Tenorio,Bbm,Anonymous,10/23,2,0,,#BBMIsMyPresident2022 mga dilawan ung presidente niyo 5yrs vp 5yrs dinwalang nagawa at tumambay lang hahhahha nanay niyo pang palengke lang #notoleni #lenimagnanakawngboto ##nveragain,,Text,2021-10-05T13:59:25.000Z,https://ibb.co/2hm053m,Emotional,0,0,0,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-148,30/03/23 15:54:44,https://twitter.com/DontTryMeTsk/status/1445629447533522958,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@DontTryMeTsk,Mitch,"One thing I HATE the most is a LIAR! If you believe strongly in something, don't be afraid to fight for it.",Anonymous,12/23,"2,821","3,734",,"#LeniMagnanakawNgBoto ang HT bukas! Si 
@lenirobredo
 ang Fake VP ng Pilipinas.",,Text,2021-10-06T05:58:13.000Z,https://ibb.co/N1d14Hy,"Rational, Emotional",0,0,10,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-149,30/03/23 15:54:44,https://twitter.com/DontTryMeTsk/status/1445628953851404298,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@DontTryMeTsk,Mitch,"One thing I HATE the most is a LIAR! If you believe strongly in something, don't be afraid to fight for it.",Anonymous,12/23,"2,821","3,734",,"Ano e announce ni bobang Leni?
#LeniMagnanakawNgBoto",,"Text, Reply",2021-10-06T05:56:15.000Z,https://ibb.co/6nxvQwW,Emotional,0,0,2,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-150,30/03/23 15:54:44,https://twitter.com/ch3rry_2022/status/1446109216414965762,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ch3rry_2022,Cherry,My CHERRY amour,Anonymous,04/23,"1,139","1,196",," asan ang 14million puro bias media  goosebumps nga mandaraya at magnanakaw ng boto. Uulitin na naman ang magnakaw

#LeniMagnanakawNgBoto",,"Text, Reply",2021-10-07T13:44:39.000Z,https://ibb.co/Qb4z42R,Emotional,0,0,3,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-151,30/03/23 15:54:44,https://twitter.com/JerryDa36745021/status/1447350123185332226,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@JerryDa36745021,Jeri David,"Economist & Finacial Analyst

#BBMFORPRESIDENT2022 #BBMIsMyPresident2022 #NEVERAGAINTODILAWANS",Anonymous,06/23,82,54,Republic of the Philippines,"She will do it using magic, just like the way made herself the country's VP, magic! #SmartMagic!  #BBMisMyPresident2022 #BBMFORPRESIDENT2022",,"Text, Reply",2021-10-10T23:55:34.000Z,https://ibb.co/ckY3yFC,Emotional,0,0,3,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-152,30/03/23 15:54:44,https://twitter.com/loloromatu/status/1448904412554883081,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@loloromatu,loloromatu,Kakampi ng kabutihan labanan ang mga kawatan sa lipunan.,Anonymous,03/23,43,6,,"#Leni won during 2016 election with votes from #smartMagic isn’t it amazing? what a well known candidate, if she’ll not w/draw this coming 2022election, then she’ll suffer the ultimate “scary face” ever happen to her entire life!!!",,"Text, Reply",2021-10-15T06:51:45.000Z,https://ibb.co/jbgsbTD,"Rational, Emotional",0,1,3,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-153,30/03/23 15:54:44,https://twitter.com/Disisyiti/status/1449706259788144646,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Disisyiti,LLERY(BBMSARA),Anak Ng Taga Visayas #ProudPilipino,Anonymous,04/23,"2,904","1,950",,"Panahon na para kukunin Ang ninakaw ni Leni, simulan na ang labanan

#LeniMagnanakawNgBoto
#BBMisTheRealVicePresident
#SolidDuterte",,"Text, Image",2021-10-17T11:58:01.000Z,https://ibb.co/MnNryYz,Emotional,14,3,47,0,,,The tweet contains a hashtag accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-154,30/03/23 15:54:44,https://twitter.com/unfnckwithable/status/1450451572329050122,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@unfnckwithable,Augustine,Anti Leftist,Anonymous,07/23,102,182,"Lisbon, Portugal"," Pandaraya ng kampo ni leni noong eleksyon 2016, inispluk

#FakeVP 
#LeniBasura",,"Text, Image",2021-10-19T13:19:37.000Z,https://ibb.co/g42WQgT,"Rational, Emotional",0,0,0,0,,,The tweet contains a screenshot of a conversation accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Exotic-Gazelle,Incorect format
31-155,30/03/23 15:54:44,https://twitter.com/Ding_davao0815/status/1467116982780588037,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Ding_davao0815,Ding Cuevas,,Anonymous,05/23,375,24,"Davao Region, Republic of the","Bakit sya masasaktan eh totoo namang #fakevp sya dahil nandaya lang sya. Wala man lang nagawa, puro panira sa gobyerno ni PRRD.",,"Text, Reply",2021-12-04T13:02:01.000Z,https://ibb.co/jDjG3nz,"Rational, Emotional",0,2,2,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
